problem,solver,settings,runtime,found,cost_error,primal_error
DUAL4,highs,default,0.0588587069996719,True,1.802101912140585e-09,0.0
DUAL4,highs,high_accuracy,0.0549587259956751,True,1.802101912140585e-09,0.0
DUAL4,osqp,default,0.002395350005826913,True,1.780438946274998e-07,6.021499508343591e-06
DUAL4,osqp,high_accuracy,0.00332113700278569,True,1.8639345622517567e-09,7.263379679612786e-10
DUAL4,proxqp,default,0.0006555809959536418,True,-1.7726087702230053e-05,8.56261410985034e-06
DUAL4,proxqp,high_accuracy,0.0004729350039269775,True,1.614999134424977e-09,1.4279137766068828e-10
DUAL4,qpoases,default,0.0102941779987304,True,1.8012751290541471e-09,4.67847982577041e-13
DUAL4,qpoases,high_accuracy,0.0119817159993544,True,1.8012751290541471e-09,4.67847982577041e-13
DUAL4,qpswift,default,0.0017447760001232,True,6.126750995427699e-09,5.55111512312579e-16
DUAL4,qpswift,high_accuracy,0.0017571270000189,True,6.126750995427699e-09,5.55111512312579e-16
DUAL4,quadprog,default,0.0007787249996908,True,1.8021016900959806e-09,2.220446049250313e-16
DUAL4,quadprog,high_accuracy,0.0007751009979983,True,1.8021016900959806e-09,2.220446049250313e-16
DUAL4,scs,default,0.0019395609997445717,True,-7.981237476251124e-06,7.499356007900331e-06
DUAL4,scs,high_accuracy,0.002602733002277091,True,1.7928720730253644e-09,4.911500300928158e-11
DUALC1,cvxopt,default,0.0003336249938001856,False,,
DUALC1,cvxopt,high_accuracy,0.0003029819927178323,False,,
DUALC1,ecos,default,0.0016153470060089603,False,,
DUALC1,ecos,high_accuracy,0.0015317930083256215,False,,
DUALC1,highs,default,0.0099639700001716,True,2.946268432424404e-05,1.1102230246251563e-16
DUALC1,highs,high_accuracy,0.0093494489992735,True,2.946268432424404e-05,1.1102230246251563e-16
DUALC1,osqp,default,0.0038874750025570393,True,112.43507196281644,0.0004754349796406757
DUALC1,osqp,high_accuracy,0.02989801499643363,False,,
DUALC1,proxqp,default,0.0008229020022554323,True,-0.12221340837277239,1.3146716219628774e-07
DUALC1,proxqp,high_accuracy,0.000744334000046365,True,2.7407989364292007e-05,1.9627728507141276e-12
DUALC1,qpoases,default,0.0042092900002899,True,2.946131735370728e-05,4.440892098500626e-16
DUALC1,qpoases,high_accuracy,0.0040650209994055,True,2.946131735370728e-05,4.440892098500626e-16
DUALC1,qpswift,default,0.0093753279998054,False,,
DUALC1,qpswift,high_accuracy,0.0097060990010504,False,,
DUALC1,quadprog,default,0.0002646730008564,True,2.946282984339632e-05,0.0
DUALC1,quadprog,high_accuracy,0.000267013994744,True,2.946282984339632e-05,0.0
DUALC1,scs,default,1.041038188006496,True,8.412685875488562e+23,279627876072.2516
DUALC1,scs,high_accuracy,1.0292231100029312,True,8.412685875488562e+23,279627876072.2516
DUALC2,cvxopt,default,0.00032515800558030605,False,,
DUALC2,cvxopt,high_accuracy,0.00033892500505317,False,,
DUALC2,ecos,default,0.00012889599020127207,False,,
DUALC2,ecos,high_accuracy,0.00021600999752990901,False,,
DUALC2,highs,default,0.008516669000528,True,-7.329358140850672e-06,0.0
DUALC2,highs,high_accuracy,0.008586240997829,True,-7.329358140850672e-06,0.0
DUALC2,osqp,default,0.0031699300016043708,True,-279.7827987717469,0.0010227098023573894
DUALC2,osqp,high_accuracy,0.028516157995909452,False,,
DUALC2,proxqp,default,0.0011524329893290997,True,0.0015806916744622868,1.7257772844964293e-07
DUALC2,proxqp,high_accuracy,0.0010299490095349029,True,-6.4013979681476485e-06,4.131718482338643e-11
DUALC2,qpoases,default,0.0050506320003478,True,-7.329385425691726e-06,3.3306690738754696e-16
DUALC2,qpoases,high_accuracy,0.0065183649985556,True,-7.329385425691726e-06,3.3306690738754696e-16
DUALC2,qpswift,default,0.0088292269992962,False,,
DUALC2,qpswift,high_accuracy,0.0066294290008954,False,,
DUALC2,quadprog,default,0.0002918219997809,False,,
DUALC2,quadprog,high_accuracy,0.0002339929997106,False,,
DUALC2,scs,default,0.9772356320027029,True,1.314075672895505e+21,8045209231998.732
DUALC2,scs,high_accuracy,0.963733744007186,True,1.314075672895505e+21,8045209231998.732
DUALC5,cvxopt,default,0.00038351400871761143,False,,
DUALC5,cvxopt,high_accuracy,0.0003327469894429669,False,,
DUALC5,ecos,default,0.0021027840120950714,False,,
DUALC5,ecos,high_accuracy,0.0020070570026291534,False,,
DUALC5,highs,default,0.0103347730000677,True,-3.2236102356364427e-06,0.0
DUALC5,highs,high_accuracy,0.0110526360003859,True,-3.2236102356364427e-06,0.0
DUALC5,osqp,default,0.0027349919982952997,True,-0.10408687623686319,7.894979177824958e-05
DUALC5,osqp,high_accuracy,0.010502962992177345,True,-3.223489272841107e-06,7.840285656515182e-15
DUALC5,proxqp,default,0.0004387439985293895,True,-0.0034781683984306255,3.4987205442154755e-06
DUALC5,proxqp,high_accuracy,0.0004584499984048307,True,-3.9341433080153365e-06,7.188608828819446e-10
DUALC5,qpoases,default,0.0026605549992382,True,-3.223656619866233e-06,2.8199664825478976e-14
DUALC5,qpoases,high_accuracy,0.0021605980000458,True,-3.223656619866233e-06,2.8199664825478976e-14
DUALC5,qpswift,default,0.0091299280002203,False,,
DUALC5,qpswift,high_accuracy,0.0094714670049143,False,,
DUALC5,quadprog,default,0.0002253630000268,True,-3.2236103493232804e-06,3.351934233866449e-17
DUALC5,quadprog,high_accuracy,0.0003333969943923,True,-3.2236103493232804e-06,3.3519342338664487e-17
DUALC5,scs,default,0.005998788998113014,False,,
DUALC5,scs,high_accuracy,0.006045178000931628,False,,
GENHS28,cvxopt,default,0.0002361090009799227,False,,
GENHS28,cvxopt,high_accuracy,0.0002221830072812736,False,,
GENHS28,ecos,default,0.00075668899808079,False,,
GENHS28,ecos,high_accuracy,0.0007591570029035211,False,,
GENHS28,highs,default,0.0017561329996169,True,3.766390976878142e-09,1.7763568394002505e-15
GENHS28,highs,high_accuracy,0.0017685390048427,True,3.766390976878142e-09,1.7763568394002505e-15
GENHS28,osqp,default,0.001413527992554009,True,-0.00031058870038924713,0.00018874737327601032
GENHS28,osqp,high_accuracy,0.0014046230062376708,True,3.766392753234982e-09,2.220446049250313e-15
GENHS28,proxqp,default,0.00011797600018326193,True,-6.245857864239923e-07,5.581986094460589e-07
GENHS28,proxqp,high_accuracy,9.605100785847753e-05,True,3.3515968889119563e-09,5.311275863562059e-10
GENHS28,qpoases,default,0.0009567630004312,True,3.7663518970276755e-09,2.4313884239290928e-14
GENHS28,qpoases,high_accuracy,0.0008738950000406,True,3.7663518970276755e-09,2.4313884239290928e-14
GENHS28,qpswift,default,0.0006354239999382,False,,
GENHS28,qpswift,high_accuracy,0.0003030439984286,False,,
GENHS28,quadprog,default,0.0002118500001415,True,1.509033342728116e-09,1.0062698452273366e-08
GENHS28,quadprog,high_accuracy,0.0001693510057521,True,1.509033342728116e-09,1.0062698452273366e-08
GENHS28,scs,default,0.0012625700037460774,True,4.679483023295461e-09,6.453406253825733e-09
GENHS28,scs,high_accuracy,0.0010965620022034273,True,3.766389644610513e-09,1.1102230246251565e-15
HS118,cvxopt,default,0.00026048799918498844,False,,
HS118,cvxopt,high_accuracy,0.00025335200189147145,False,,
HS118,ecos,default,0.0007567230059066787,False,,
HS118,ecos,high_accuracy,0.0007252159994095564,False,,
HS118,highs,default,0.0025761150000107,True,-1.1368683772161605e-13,0.0
HS118,highs,high_accuracy,0.0027183690035599,True,-1.1368683772161605e-13,0.0
HS118,osqp,default,0.00152571800572332,True,0.09692939937554002,0.05259511001899235
HS118,osqp,high_accuracy,0.005180009989999235,True,6.050413503544405e-10,5.731979335621418e-10
HS118,proxqp,default,0.0003129899996565655,True,-2.0254593664503773e-06,4.497451211449288e-07
HS118,proxqp,high_accuracy,0.00046774299698881805,True,4.854427970713004e-10,1.227036250384117e-10
HS118,qpoases,default,0.001724911000565,True,-1.1368683772161605e-13,1.4210854715202004e-14
HS118,qpoases,high_accuracy,0.0015900479993433,True,-1.1368683772161605e-13,1.4210854715202004e-14
HS118,qpswift,default,0.0008789939997768,False,,
HS118,qpswift,high_accuracy,0.0005520729973795,False,,
HS118,quadprog,default,0.0004120950002288,True,5.7980287238024175e-11,1.2058310082691648e-15
HS118,quadprog,high_accuracy,0.0002172750027966,True,5.7980287238024175e-11,1.2058310082691648e-15
HS118,scs,default,0.001135170998168178,False,,
HS118,scs,high_accuracy,0.0011099730036221445,False,,
HS21,cvxopt,default,0.00022280799748841673,False,,
HS21,cvxopt,high_accuracy,0.00019608100410550833,False,,
HS21,ecos,default,0.0007351130043389276,False,,
HS21,ecos,high_accuracy,0.0007876019953982905,False,,
HS21,highs,default,0.0017372070014971,True,0.0,0.0
HS21,highs,high_accuracy,0.0008415179981966,True,0.0,0.0
HS21,osqp,default,0.0012451279908418655,True,-0.00014789984679453028,0.003700920374519745
HS21,osqp,high_accuracy,0.0012057389976689592,True,-2.7000623958883807e-13,6.432188115468307e-12
HS21,proxqp,default,0.00011524300498422235,True,4.8089816573337885e-09,0.0
HS21,proxqp,high_accuracy,8.896399231161922e-05,True,2.6005864128819667e-12,0.0
HS21,qpoases,default,0.0002635700002429,True,0.0,0.0
HS21,qpoases,high_accuracy,0.0002069900001515,True,0.0,0.0
HS21,qpswift,default,0.0002815340012602,False,,
HS21,qpswift,high_accuracy,0.0001987680007005,False,,
HS21,quadprog,default,0.0001624769993213,True,0.0,0.0
HS21,quadprog,high_accuracy,0.0001702910012681,True,0.0,0.0
HS21,scs,default,0.0011863830004585907,False,,
HS21,scs,high_accuracy,0.0010609659948386252,False,,
HS268,cvxopt,default,0.0002608009963296354,False,,
HS268,cvxopt,high_accuracy,0.00020189800125081092,False,,
HS268,ecos,default,0.0008013510087039322,False,,
HS268,ecos,high_accuracy,0.000996781003777869,False,,
HS268,highs,default,0.0022170440006448,True,-5.731106879788071e-07,0.0
HS268,highs,high_accuracy,0.00243138299993,True,-5.731106879788071e-07,0.0
HS268,osqp,default,0.0014290420076576993,True,0.14889905816938567,0.0
HS268,osqp,high_accuracy,0.001608994003618136,True,-5.73127058883439e-07,0.0
HS268,proxqp,default,0.00011239999730605632,True,-5.730924980847717e-07,0.0
HS268,proxqp,high_accuracy,9.163499635178596e-05,True,-5.731015930317894e-07,0.0
HS268,qpoases,default,0.0005101410006318,True,-5.731088689894036e-07,0.0
HS268,qpoases,high_accuracy,0.0005244690000836,True,-5.731088689894036e-07,0.0
HS268,qpswift,default,0.0003494749998935,False,,
HS268,qpswift,high_accuracy,0.0002946390013676,False,,
HS268,quadprog,default,0.0002075690008496,True,-5.731234209046319e-07,0.0
HS268,quadprog,high_accuracy,0.0001420199987478,True,-5.731234209046319e-07,0.0
HS268,scs,default,0.001265522005269304,False,,
HS268,scs,high_accuracy,0.001298482995480299,False,,
HS35,cvxopt,default,0.00022690001060254872,False,,
HS35,cvxopt,high_accuracy,0.00020175300596747547,False,,
HS35,ecos,default,0.0006745840073563159,False,,
HS35,ecos,high_accuracy,0.0006495690031442791,False,,
HS35,highs,default,0.0009209129998453,True,1.1111124936791228e-09,0.0
HS35,highs,high_accuracy,0.0010605130009935,True,1.1111124936791228e-09,0.0
HS35,osqp,default,0.0014029580052010715,True,-0.00021891666187605352,0.0009856366064755484
HS35,osqp,high_accuracy,0.0014078979875193909,True,1.1116400716604247e-09,0.0
HS35,proxqp,default,0.0001444630033802241,True,-7.272698856891635e-07,3.277719850647287e-06
HS35,proxqp,high_accuracy,9.90209955489263e-05,True,1.0550080392635053e-09,2.524691566918591e-10
HS35,qpoases,default,0.0005160040000191,True,1.1111124936791228e-09,4.440892098500626e-16
HS35,qpoases,high_accuracy,0.0004940380003972,True,1.1111124936791228e-09,4.440892098500626e-16
HS35,qpswift,default,0.000231814000017,False,,
HS35,qpswift,high_accuracy,0.0002167510028812,False,,
HS35,quadprog,default,0.0001723220002531,True,1.1111107173222834e-09,0.0
HS35,quadprog,high_accuracy,0.0001628219979465,True,1.1111107173222834e-09,0.0
HS35,scs,default,0.0313277490058681,False,,
HS35,scs,high_accuracy,0.031891616992652416,False,,
HS35MOD,cvxopt,default,0.0002838010113919154,False,,
HS35MOD,cvxopt,high_accuracy,0.00027333998878020793,False,,
HS35MOD,ecos,default,0.0007377990114036947,False,,
HS35MOD,ecos,high_accuracy,0.0007643539865966886,False,,
HS35MOD,highs,default,0.0008796100009931,True,3.552713678800501e-15,0.0
HS35MOD,highs,high_accuracy,0.0011190840014023,True,3.552713678800501e-15,0.0
HS35MOD,osqp,default,0.0016924309893511236,True,-6.5168962475326e-06,6.517196669997283e-06
HS35MOD,osqp,high_accuracy,0.0014558139955624938,True,-4.96163110597081e-10,4.961656641100376e-10
HS35MOD,proxqp,default,0.00014166500477585942,True,-5.377659986649519e-06,5.377704661024829e-06
HS35MOD,proxqp,high_accuracy,0.00013502400543075055,True,-8.30002733209767e-11,8.30011614993964e-11
HS35MOD,qpoases,default,0.0002985189985338,True,0.0,2.220446049250313e-16
HS35MOD,qpoases,high_accuracy,0.0002678519995242,True,0.0,2.220446049250313e-16
HS35MOD,qpswift,default,0.0002046050012722,False,,
HS35MOD,qpswift,high_accuracy,0.0002432570036035,False,,
HS35MOD,quadprog,default,0.0002250409997941,True,0.0,0.0
HS35MOD,quadprog,high_accuracy,0.0002137689953087,True,0.0,0.0
HS35MOD,scs,default,0.03386183599650394,False,,
HS35MOD,scs,high_accuracy,0.03183404399896972,False,,
HS51,cvxopt,default,0.00023096200311556458,False,,
HS51,cvxopt,high_accuracy,0.0002023559936787933,False,,
HS51,ecos,default,0.000800346999312751,False,,
HS51,ecos,high_accuracy,0.0006874570099171251,False,,
HS51,highs,default,0.0029040149997854,True,-8.8817842e-16,0.0
HS51,highs,high_accuracy,0.0009179780026897,True,-8.8817842e-16,0.0
HS51,osqp,default,0.0013462169881677255,True,1.0025670071911463e-08,0.0002475908856012232
HS51,osqp,high_accuracy,0.0013802110042888671,True,-1.7763568397001253e-15,3.552713678800501e-15
HS51,proxqp,default,9.932000830303878e-05,True,1.856292897170263e-13,6.161167576124171e-09
HS51,proxqp,high_accuracy,8.317999891005456e-05,True,-8.8817842e-16,2.001065979584382e-11
HS51,qpoases,default,0.0005669700003636,True,-8.8817842e-16,1.2789769243681806e-13
HS51,qpoases,high_accuracy,0.0006640749998041,True,-8.8817842e-16,1.2789769243681806e-13
HS51,qpswift,default,0.0004242459999659,False,,
HS51,qpswift,high_accuracy,0.0002308490002178,False,,
HS51,quadprog,default,0.0002853010000762,True,-8.8817842e-16,2.220446049250313e-16
HS51,quadprog,high_accuracy,0.000219013003516,True,-8.8817842e-16,2.220446049250313e-16
HS51,scs,default,0.0010634530044626445,True,-8.8817842e-16,3.57250726779057e-08
HS51,scs,high_accuracy,0.0010490720014786348,True,-1.7763568397001253e-15,2.6645352591003757e-15
HS52,cvxopt,default,0.00025073699362110347,False,,
HS52,cvxopt,high_accuracy,0.0002244810020783916,False,,
HS52,ecos,default,0.0008089460025075823,False,,
HS52,ecos,high_accuracy,0.0008489169995300472,False,,
HS52,highs,default,0.0021448899988172,True,-3.5530085540358414e-08,0.0
HS52,highs,high_accuracy,0.0017571829957887,True,-3.5530085540358414e-08,0.0
HS52,osqp,default,0.0014846459962427616,True,4.519908145539375e-07,1.1749969427293783e-07
HS52,osqp,high_accuracy,0.0015098000003490597,True,-3.553210881079849e-08,4.882760862301438e-13
HS52,proxqp,default,0.00011262300540693104,True,-2.6119183127448764e-06,2.3213967402513358e-07
HS52,proxqp,high_accuracy,9.423600567970425e-05,True,-3.563019745911333e-08,9.020242885959817e-12
