problem,solver,settings,runtime,found,primal_residual,dual_residual,duality_gap,cost_error
DUAL1,qpswift,default,0.002377665994572453,True,1.1102230246251565e-16,6.167197589304575e-08,2.299655695037206e-09,1.0302223935054755e-09
DUAL1,qpswift,high_accuracy,0.0029988120077177882,True,2.220446049250313e-16,8.065458565777173e-12,2.972830315250974e-13,2.6633452387958556e-10
DUAL1,qpswift,low_accuracy,0.0021241619979264215,True,0.0,9.314498542106406e-05,1.5191782234830198e-06,9.079114782969966e-07
DUAL1,quadprog,default,0.0013276149984449148,True,2.9976021664879227e-15,2.8151092568151626e-14,3.95516952522712e-16,2.6653112356056496e-10
DUAL1,quadprog,high_accuracy,0.0012979110033484176,True,2.9976021664879227e-15,2.8151092568151626e-14,3.95516952522712e-16,2.6653112356056496e-10
DUAL1,quadprog,low_accuracy,0.0014686359936604276,True,2.9976021664879227e-15,2.8151092568151626e-14,3.95516952522712e-16,2.6653112356056496e-10
DUAL1,scs,default,0.0024896329996408895,True,8.795098613955961e-06,4.737696574413919e-05,1.983020261339083e-06,9.51656997288941e-07
DUAL1,scs,high_accuracy,0.003048865997698158,True,1.3663687584156017e-12,5.660076574098838e-12,3.031759628084723e-13,2.663530299096273e-10
DUAL1,scs,low_accuracy,0.0030246749956859276,True,8.795098613955961e-06,4.737696574413919e-05,1.983020261339083e-06,9.51656997288941e-07
DUAL2,clarabel,default,0.02038760199502576,True,2.220446049250313e-16,2.0228290755602683e-12,5.905358008151396e-10,2.2670198357443994e-10
DUAL2,clarabel,high_accuracy,0.019442713004536927,True,2.220446049250313e-16,2.0228290755602683e-12,5.905358008151396e-10,2.2670198357443994e-10
DUAL2,clarabel,low_accuracy,0.019759361995966174,True,4.440892098500626e-16,1.7708375727159414e-15,2.9420143005921828e-05,6.7192846381833315e-06
DUAL2,cvxopt,default,0.010220494004897773,True,0.0,1.033038983957761e-15,2.114704949346402e-08,1.7500391830127526e-09
DUAL2,cvxopt,high_accuracy,0.015611561000696383,True,0.0,1.033038983957761e-15,2.114704949346402e-08,1.7500391830127526e-09
DUAL2,cvxopt,low_accuracy,0.009414426996954717,True,0.0,1.033038983957761e-15,2.114704949346402e-08,1.7500391830127526e-09
DUAL2,daqp,default,0.0011900529934791848,True,2.55351295663786e-15,2.8449465006019636e-15,1.5265566588595902e-16,1.2272180494043994e-10
DUAL2,daqp,high_accuracy,0.0014168490015435964,True,2.55351295663786e-15,2.8449465006019636e-15,1.5265566588595902e-16,1.2272180494043994e-10
DUAL2,daqp,low_accuracy,0.0013200050016166642,True,0.0005042942084183311,2.3245294578089215e-15,1.1796119636642288e-16,3.3859479181275187e-06
DUAL2,ecos,default,0.028189400996780023,True,2.4424906541753444e-15,1.174525969373924e-05,1.7502601520891226e-09,1.890863229880857e-10
DUAL2,ecos,high_accuracy,0.025087759000598453,True,2.4424906541753444e-15,1.174525969373924e-05,1.7502601520891226e-09,1.890863229880857e-10
DUAL2,ecos,low_accuracy,0.024752194993197918,True,2.4424906541753444e-15,1.174525969373924e-05,1.7502601520891226e-09,1.890863229880857e-10
DUAL2,gurobi,default,0.050881925999419764,True,1.8041124150158794e-13,7.262801898083593e-08,2.0307408532538318e-11,1.228449772461282e-10
DUAL2,gurobi,high_accuracy,0.03351747400301974,True,1.8041124150158794e-13,7.262801898083593e-08,2.0307408532538318e-11,1.228449772461282e-10
DUAL2,gurobi,low_accuracy,0.038665322004817426,True,1.8041124150158794e-13,7.262801898083593e-08,2.0307408532538318e-11,1.228449772461282e-10
DUAL2,highs,default,0.10145202299463563,True,1.1102230246251565e-16,3.652013025323697e-09,1.7871813681735738e-09,1.227219090238485e-10
DUAL2,highs,high_accuracy,0.10390357099822722,True,1.1102230246251565e-16,3.652013025323697e-09,1.7871813681735738e-09,1.227219090238485e-10
DUAL2,highs,low_accuracy,0.10409068700391799,True,1.1102230246251565e-16,3.652013025323697e-09,1.7871813681735738e-09,1.227219090238485e-10
DUAL2,osqp,default,0.005885833990760148,True,1.7181944755861878e-09,8.55181807209171e-08,7.743254203339845e-08,1.9184723254461744e-10
DUAL2,osqp,high_accuracy,0.007211724994704127,True,3.3672262933753995e-13,2.804961124480698e-13,2.6947657486878436e-13,1.2269940619091813e-10
DUAL2,osqp,low_accuracy,0.005972194005153142,True,1.7181944755861878e-09,8.55181807209171e-08,7.743254203339845e-08,1.9184723254461744e-10
DUAL2,proxqp,default,0.0016420140018453822,True,8.661200237737524e-07,2.6423629395644355e-09,5.8298895669328665e-08,5.826331291730602e-08
DUAL2,proxqp,high_accuracy,0.002171611995436251,True,7.489640227022694e-10,2.0928675459330748e-12,3.879709054022129e-11,8.385912797503892e-11
DUAL2,proxqp,low_accuracy,0.0023345739900832996,True,3.1052315007419956e-05,1.1784830748762243e-07,2.3303763866944216e-06,2.3616934668943546e-06
DUAL2,qpoases,default,0.04876112200145144,True,3.3306690738754696e-16,1.4432899320127035e-15,5.551115123125783e-17,1.227219159627424e-10
DUAL2,qpoases,high_accuracy,0.08301225199829787,True,2.220446049250313e-16,1.0547118733938987e-15,4.163336342344337e-17,1.227219020849546e-10
