problem,solver,settings,runtime,found,primal_residual,dual_residual,duality_gap,cost_error
GHFFA01_alpha=0.0001,clarabel,default,0.000267217998043634,True,0.0,1.3552527156068805e-20,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,clarabel,high_accuracy,0.00025802401069086045,True,0.0,1.3552527156068805e-20,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,clarabel,low_accuracy,0.0002442699915263802,True,0.0,1.3552527156068805e-20,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,cvxopt,default,0.0003116959996987134,True,0.0,0.0,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,cvxopt,high_accuracy,0.00031883300107438117,True,0.0,0.0,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,cvxopt,low_accuracy,0.00035198799741920084,True,0.0,0.0,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,daqp,default,0.00012044399045407772,True,0.0,0.0,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,daqp,high_accuracy,0.00011586099572014064,True,0.0,0.0,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,daqp,low_accuracy,0.00014664200716651976,True,0.0,0.0,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,ecos,default,0.0010886480013141409,True,5.291322935363496e-13,6.324509686983504e-05,6.324509739896733e-05,5.290767823851183e-13
GHFFA01_alpha=0.0001,ecos,high_accuracy,0.0009953209955710918,True,5.291322935363496e-13,6.324509686983504e-05,6.324509739896733e-05,5.290767823851183e-13
GHFFA01_alpha=0.0001,ecos,low_accuracy,0.0009811680065467954,True,5.291322935363496e-13,6.324509686983504e-05,6.324509739896733e-05,5.290767823851183e-13
GHFFA01_alpha=0.0001,gurobi,default,0.002958847995614633,True,0.0,9.999778782798785e-13,1.000088900582341e-12,5.551115123125783e-17
GHFFA01_alpha=0.0001,gurobi,high_accuracy,0.002814773004502058,True,0.0,9.999778782798785e-13,1.000088900582341e-12,5.551115123125783e-17
GHFFA01_alpha=0.0001,gurobi,low_accuracy,0.0034719879913609475,True,0.0,9.999778782798785e-13,1.000088900582341e-12,5.551115123125783e-17
GHFFA01_alpha=0.0001,highs,default,0.0007622849952895194,True,0.0,1.029277685304919e-07,1.029277685304919e-07,5.551115123125783e-17
GHFFA01_alpha=0.0001,highs,high_accuracy,0.0007163959962781519,True,0.0,1.029277685304919e-07,1.029277685304919e-07,5.551115123125783e-17
GHFFA01_alpha=0.0001,highs,low_accuracy,0.0008190410007955506,True,0.0,1.029277685304919e-07,1.029277685304919e-07,5.551115123125783e-17
GHFFA01_alpha=0.0001,osqp,default,0.00025776500115171075,True,0.00022702218059134083,0.0004738300367587156,0.0007008006760097496,0.0002269964087860954
GHFFA01_alpha=0.0001,osqp,high_accuracy,0.0002709419932216406,True,4.107825191113079e-15,2.453592884421596e-14,2.864375403532904e-14,4.163336342344337e-15
GHFFA01_alpha=0.0001,osqp,low_accuracy,0.00026660700677894056,True,0.00022702218059134083,0.0004738300367587156,0.0007008006760097496,0.0002269964087860954
GHFFA01_alpha=0.0001,proxqp,default,0.00014037299843039364,True,9.970069670961479e-07,9.980049009428171e-10,9.980039680224095e-07,9.970064601683148e-07
GHFFA01_alpha=0.0001,proxqp,high_accuracy,0.00018628899124450982,True,9.950148482928967e-10,9.95981075391228e-13,9.960108293682879e-10,9.950149038040479e-10
GHFFA01_alpha=0.0001,proxqp,low_accuracy,0.0001628379977773875,True,0.000999001987023851,9.99000987933485e-07,0.0009990029730617689,0.0009985029745538943
GHFFA01_alpha=0.0001,qpoases,default,0.0002759509952738881,True,2.220446049250313e-16,1.2209471714902387e-16,4.440892098500626e-16,2.7755575615628914e-16
GHFFA01_alpha=0.0001,qpoases,high_accuracy,0.00027808699815068394,True,2.220446049250313e-16,1.2209471714902387e-16,4.440892098500626e-16,2.7755575615628914e-16
GHFFA01_alpha=0.0001,qpoases,low_accuracy,0.0002868489973479882,True,0.0,0.0,0.0,5.551115123125783e-17
GHFFA01_alpha=0.0001,qpswift,default,0.00013031800335738808,False,inf,inf,inf,
GHFFA01_alpha=0.0001,qpswift,high_accuracy,0.00010944300447590649,False,inf,inf,inf,
GHFFA01_alpha=0.0001,qpswift,low_accuracy,0.00011158599227201194,False,inf,inf,inf,
GHFFA01_alpha=0.0001,quadprog,default,9.879900608211756e-05,True,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17
GHFFA01_alpha=0.0001,quadprog,high_accuracy,0.00010171500616706908,True,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17
GHFFA01_alpha=0.0001,quadprog,low_accuracy,0.00010595799540169537,True,0.0,0.0,1.1102230246251565e-16,5.551115123125783e-17
GHFFA01_alpha=0.0001,scs,default,0.000282146007521078,True,1.3748948979319664e-08,2.2680746170067323e-12,1.374668057163575e-08,1.3748948757275059e-08
GHFFA01_alpha=0.0001,scs,high_accuracy,0.0002926680026575923,True,3.3306690738754696e-16,3.3306690738754696e-16,6.661338147750939e-16,3.885780586188048e-16
GHFFA01_alpha=0.0001,scs,low_accuracy,0.00027628400130197406,True,1.3748948979319664e-08,2.2680746170067323e-12,1.374668057163575e-08,1.3748948757275059e-08
